gene_symbol_A	hprd_id_A	protein_accession_A	gene_symbol_B	hrpd_id_B	protein_accession_B
TSLP	6108	NP_149024.1	CRLF2	2288	NP_071431.2
PTPN13	2602	NP_542416.1	NGFRAP1	2291	NP_055195.1
YWHAE	5457	NP_006752.1	NGFRAP1	2291	NP_055195.1
SMPD1	6353	NP_000534.3	NGFRAP1	2291	NP_055195.1
POLD1	8882	NP_002682.2	TREX2	2299	NP_059988.3
ABCD1	2300	NP_000024.2	ABCD1	2300	NP_000024.2
PEX19	2610	NP_002848.1	ABCD1	2300	NP_000024.2
GFI1	7527	NP_005254.2	PICK1	16176	NP_036539.1
ABCD2	3051	NP_005155.1	ABCD1	2300	NP_000024.2
PDCD6	3035	NP_037364.1	SH3KBP1	2301	NP_114098.1
CAPZA1	3347	NP_006126.1	SH3KBP1	2301	NP_114098.1
NEDD4	3786	NP_940682.2	SH3KBP1	2301	NP_114098.1
SH3GL3	4528	NP_003018.3	SH3KBP1	2301	NP_114098.1
SH3GL2	5125	NP_003017.1	SH3KBP1	2301	NP_114098.1
CBLB	5136	NP_733762.2	SH3KBP1	2301	NP_114098.1
BLNK	5153	NP_037446.1	SH3KBP1	2301	NP_114098.1
GPX7	13606	NP_056511.2	UBQLN4	5670	NP_064516.2
PAK2	5428	NP_002568.2	SH3KBP1	2301	NP_114098.1
TJP2	6369	NP_004808.2	SH3KBP1	2301	NP_114098.1
ABI2	7338	AAF70308.1	SH3KBP1	2301	NP_114098.1
SYNJ1	9182	NP_003886.3	SH3KBP1	2301	NP_114098.1
TAF6	11807	NP_005632.1	SH3KBP1	2301	NP_114098.1
ARHGAP27	12477	NP_954976.1	SH3KBP1	2301	NP_114098.1
SHKBP1	15338	NP_612401.2	SH3KBP1	2301	NP_114098.1
SNTB1	2490	NP_066301.1	DMD	2303	NP_003997.1
SNTB2	2491	NP_006741.1	DMD	2303	NP_003997.1
PGM5	2990	NP_068800.2	DMD	2303	NP_003997.1
AXL	171	NP_068713.2	AXL	171	NP_068713.2
DTNA	3141	NP_001381.2	DMD	2303	NP_003997.1
DGKZ	3260	Q13574	DMD	2303	NP_003997.1
CADPS	5236	NP_003707.2	DMD	2303	NP_003997.1
KCNJ12	9083	NP_066292.2	DMD	2303	NP_003997.1
DTNB	9091	NP_068707.1	DMD	2303	NP_003997.1
SGCZ	12165	NP_631906.2	DMD	2303	NP_003997.1
CADPS2	12996	NP_060424.9	DMD	2303	NP_003997.1
SNTG1	16373	NP_061840.1	DMD	2303	NP_003997.1
SNTG2	16374	NP_061841.2	DMD	2303	NP_003997.1
LCK	1080	NP_005347.3	AXL	171	NP_068713.2
ISL1	2650	NP_002193.2	RLIM	2304	NP_899196.1
LHX3	2783	NP_055379.1	RLIM	2304	NP_899196.1
LIMK1	3210	NP_002305.1	RLIM	2304	NP_899196.1
LHX2	4786	NP_004780.3	RLIM	2304	NP_899196.1
LHX1	9067	NP_005559.2	RLIM	2304	NP_899196.1
LDB1	9144	NP_001106878.1	RLIM	2304	NP_899196.1
PDLIM1	9326	NP_066272.1	RLIM	2304	NP_899196.1
SIN3A	9690	NP_056292.1	RLIM	2304	NP_899196.1
LDB2	16022	NP_001281.1	RLIM	2304	NP_899196.1
SRC	1819	NP_005408.1	AXL	171	NP_068713.2
BANF1	4817	AAC08964.1	EMD	2309	NP_000108.1
SYNE1	9762	NP_892006.2	EMD	2309	NP_000108.1
AKAP8L	10641	NP_055186.2	EMD	2309	NP_000108.1
YTHDC1	11689	AAH41119.1	EMD	2309	NP_000108.1
GMCL1	13587	NP_848526.1	EMD	2309	NP_000108.1
BCLAF1	16544	NP_055554.1	EMD	2309	NP_000108.1
CD5L	3997	NP_005885.1	CD40LG	2311	NP_000065.1
IGHG1	11755	CAD98026.1	CD40LG	2311	NP_000065.1
RAB7A	3805	NP_004628.4	CHM	2312	NP_000381.1
RAB3D	5070	NP_004274.1	CHM	2312	NP_000381.1
GAS6	2705	NP_000811.1	AXL	171	NP_068713.2
RAB1B	11469	NP_112243.1	CHM	2312	NP_000381.1
PTPN12	2513	NP_002826.3	WAS	2314	NP_000368.1
NCK1	2740	NP_006144.1	WAS	2314	NP_000368.1
TEC	2786	NP_003206.2	WAS	2314	NP_000368.1
LCP2	3362	NP_005556.1	WAS	2314	NP_000368.1
VASP	3415	NP_003361.1	WAS	2314	NP_000368.1
CRKL	3596	NP_005198.1	WAS	2314	NP_000368.1
RAC1	3627	NP_061485.1	WAS	2314	NP_000368.1
WIPF1	3835	NP_003378.3	WAS	2314	NP_000368.1
FYB	4107	NP_001456.3	WAS	2314	NP_000368.1
PIK3R2	4404	NP_005018.1	AXL	171	NP_068713.2
ARHGAP1	4108	NP_004299.1	WAS	2314	NP_000368.1
TRIP10	5142	NP_004231.1	WAS	2314	NP_000368.1
PSTPIP1	5891	NP_003969.2	WAS	2314	NP_000368.1
ITSN2	9193	NP_006268.2	WAS	2314	NP_000368.1
RHOJ	9632	NP_065714.1	WAS	2314	NP_000368.1
ARPC1B	10366	NP_005711.1	WAS	2314	NP_000368.1
WIPF2	18304	NP_573571.1	WAS	2314	NP_000368.1
YWHAE	5457	NP_006752.1	TAZ	2316	NP_000107.1
SLC9A3R2	5946	NP_001123484.1	TAZ	2316	NP_000107.1
PKD1	3203	NP_001009944.2	ACTN1	20	NP_001123476.1
TENC1	16256	NP_056134.2	AXL	171	NP_068713.2
BCAP31	2319	NP_001132929.1	BCAP31	2319	NP_001132929.1
MSN	2399	NP_002435.1	BCAP31	2319	NP_001132929.1
BCL2L1	2497	NP_612815.1	BCAP31	2319	NP_001132929.1
CASP3	2799	NP_004337.2	BCAP31	2319	NP_001132929.1
CASP8	3459	NP_001073594.1	BCAP31	2319	NP_001132929.1
VAMP3	4711	NP_004772.1	BCAP31	2319	NP_001132929.1
IGHD	11823	AAH63384.1	BCAP31	2319	NP_001132929.1
BCAP29	16541	NP_001008405.1	BCAP31	2319	NP_001132929.1
BCAP31	2319	NP_001132929.1	PTPLB	17930	NP_940684.1
LST1	172	NP_009092.3	PRKCB	1499	NP_002729.2
GRIPAP1	2325	NP_064522.3	GRIPAP1	2325	NP_064522.3
CCNT1	3938	NP_001231.2	GRIPAP1	2325	NP_064522.3
TCEA2	16069	NP_003186.1	GRIPAP1	2325	NP_064522.3
TLE1	2557	NP_005068.2	MORF4L2	2326	NP_036418.1
HDAC1	3143	NP_004955.2	MORF4L2	2326	NP_036418.1
SIN3A	9690	NP_056292.1	MORF4L2	2326	NP_036418.1
C20orf20	16646	NP_060740.1	MORF4L2	2326	NP_036418.1
MRFAP1	17589	NP_150638.1	MORF4L2	2326	NP_036418.1
OPRM1	2484	NP_001138751.1	GPRASP1	2333	NP_055525.3
GRN	733	NP_002078.1	GFI1B	5088	NP_004179.3
LRP2	2509	NP_004516.2	GPRASP1	2333	NP_055525.3
PER1	3774	NP_002607.2	GPRASP1	2333	NP_055525.3
ETF1	2616	NP_004721.1	GSPT2	2334	NP_060564.2
PABPC1	5247	NP_002559.2	GSPT2	2334	NP_060564.2
NDN	3667	NP_002478.1	PJA1	2335	NP_660095.1
UBE2D2	4268	NP_003330.1	PJA1	2335	NP_660095.1
DLG4	4199	NP_001356.1	NLGN4X	2336	NP_065793.1
DLGAP2	9258	NP_004736.2	NLGN4X	2336	NP_065793.1
GPHN	4893	NP_065857.1	ARHGEF9	2337	NP_056000.1
PIK3CD	4161	AAB53966.1	ERAS	2339	NP_853510.1
G2E3	13851	NP_060239.2	LST1	172	NP_009092.3
RNF128	2340	NP_919445.1	RNF128	2340	NP_919445.1
UBE2N	4725	NP_003339.1	RNF128	2340	NP_919445.1
UPF1	3254	Q92900	RHOXF2	2345	NP_115887.1
EDA	2347	NP_001390.1	EDA	2347	NP_001390.1
EDAR	4974	NP_071731.1	EDA	2347	NP_001390.1
C19orf29OS	18534	BAC05213.1	LST1	172	NP_009092.3
PRKACA	3382	NP_002721.1	AKAP14	2353	NP_848928.1
POU3F2	2734	NP_005595.2	PQBP1	2354	NP_005701.1
ATXN1	3333	NP_000323.2	PQBP1	2354	NP_005701.1
POLR2A	8916	NP_000928.1	PQBP1	2354	NP_005701.1
TXNL4A	18252	NP_006692.1	PQBP1	2354	NP_005701.1
WBP11	18293	NP_057396.1	PQBP1	2354	NP_005701.1
SUCLG2	6799	NP_003839.2	GPR143	2355	NP_000264.1
SUCLA2	6798	NP_003841.1	ALAS2	2356	NP_000023.2
GSPT1	753	NP_002085.2	ATXN1	3333	NP_000323.2
ARR3	2358	NP_004303.2	ARR3	2358	NP_004303.2
AP3B1	4551	NP_003655.3	ARR3	2358	NP_004303.2
WISP1	16019	NP_003873.1	BGN	2359	NP_001702.1
MATN2	3660	NP_002371.3	COL4A5	2363	NP_203699.1
HABP2	4890	NP_004123.1	COL4A5	2363	NP_203699.1
HCLS1	3199	NP_005326.2	QKI	6691	NP_006766.1
MATN2	3660	NP_002371.3	COL4A6	2364	NP_001838.2
HABP2	4890	NP_004123.1	COL4A6	2364	NP_001838.2
RANBP2	3111	NP_006258.3	OPN1MW	2365	NP_000504.1
RANBP2	3111	NP_006258.3	OPN1LW	2366	NP_064445.1
TICAM2	16313	NP_067681.1	OPN1LW	2366	NP_064445.1
PRKACA	3382	NP_002721.1	GJB1	2367	NP_000157.1
OCLN	4191	NP_002529.1	GJB1	2367	NP_000157.1
GJB1	2367	NP_000157.1	CALM1	241	NP_008819.1
GRK5	2926	NP_005299.1	AVPR2	2368	NP_000045.1
C1QTNF1	12714	AAG44303.1	AVPR2	2368	NP_000045.1
CASP2	2800	NP_116764.2	ADCYAP1	2369	NP_001108.2
SHH	2838	NP_000184.1	ADCYAP1	2369	NP_001108.2
VIPR2	3576	NP_003373.2	ADCYAP1	2369	NP_001108.2
CREBBP	2534	NP_004371.2	GATA1	2372	NP_002040.1
ZFPM2	4737	NP_036214.2	GATA1	2372	NP_002040.1
MED1	5055	NP_004765.2	GATA1	2372	NP_002040.1
HDAC5	9246	NP_001015053.1	GATA1	2372	NP_002040.1
ZBTB16	11762	NP_005997.2	GATA1	2372	NP_002040.1
ELMO1	12102	NP_055615.8	FGD1	2373	NP_004454.2
GRP	8845	NP_002082.2	GRPR	2376	NP_005305.1
HIVEP1	1925	NP_002105.2	APTX	5892	NP_778243.1
NSF	3380	NP_006169.2	GRIA3	2378	NP_000819.3
SDCBP	3741	NP_005616.2	GRIA3	2378	NP_000819.3
GRIA2	4726	NP_000817.2	GRIA3	2378	NP_000819.3
PPM1G	9237	NP_817092.1	GRIA3	2378	NP_000819.3
CSF2RA	2381	NP_006131.2	CSF2RA	2381	NP_006131.2
F9	2385	NP_000124.1	F8	2384	NP_000123.1
LMAN1	3338	NP_005561.1	F8	2384	NP_000123.1
PHYH	3609	NP_006205.1	F8	2384	NP_000123.1
PRSS2	3335	NP_002761.1	BPI	174	NP_001716.2
PLD2	3857	NP_002654.3	ALDOC	2386	NP_005156.1
FGF23	5648	NP_065689.1	PHEX	2387	NP_000435.3
HPRT1	2388	NP_000185.1	HPRT1	2388	NP_000185.1
FYB	4107	NP_001456.3	SH2D1A	2390	NP_002342.1
DOK1	4228	NP_001372.1	SH2D1A	2390	NP_002342.1
SLAMF1	4603	NP_003028.1	SH2D1A	2390	NP_002342.1
ZYX	3592	NP_003452.1	ACTN1	20	NP_001123476.1
HIVEP1	1925	NP_002105.2	ATXN1	3333	NP_000323.2
CD84	5151	NP_003865.1	SH2D1A	2390	NP_002342.1
SLAMF6	5920	NP_443163.1	SH2D1A	2390	NP_002342.1
SLAMF7	9432	NP_067004.3	SH2D1A	2390	NP_002342.1
JAK3	2547	NP_000206.2	IL2RG	2391	NP_000197.1
SHB	2635	NP_003019.2	IL2RG	2391	NP_000197.1
IL15	2776	NP_000576.1	IL2RG	2391	NP_000197.1
STAT1	2777	NP_009330.1	IL2RG	2391	NP_000197.1
SHC1	2780	NP_001123512.1	IL2RG	2391	NP_000197.1
PTPRJ	2955	NP_002834.3	IL2RG	2391	NP_000197.1
CANX	252	NP_001737.1	SLC4A1	175	NP_000333.1
IL15RA	3045	NP_002180.1	IL2RG	2391	NP_000197.1
STAT5A	3301	NP_003143.2	IL2RG	2391	NP_000197.1
WWP1	3811	NP_008944.1	IL2RG	2391	NP_000197.1
WWP2	3812	NP_008945.2	IL2RG	2391	NP_000197.1
CISH	3897	NP_037456.5	IL3RA	2392	NP_002174.1
MSN	2399	NP_002435.1	L1CAM	2394	NP_000416.1
NCAN	2897	NP_004377.2	L1CAM	2394	NP_000416.1
RPS6KA1	3402	NP_001006666.1	L1CAM	2394	NP_000416.1
NUMB	4767	NP_001005743.1	L1CAM	2394	NP_000416.1
CNTN1	7189	NP_001834.2	L1CAM	2394	NP_000416.1
CA4	261	NP_000708.1	SLC4A1	175	NP_000333.1
RPS6KA2	3403	NP_001006933.1	L1CAM	2394	NP_000416.1
GOLGA5	6079	NP_005104.2	OCRL	2395	NP_000267.2
FXR1	2892	NP_005078.2	FMR1	2398	NP_002015.1
STAU1	3422	NP_059347.2	FMR1	2398	NP_002015.1
NUFIP1	5073	NP_036477.2	FMR1	2398	NP_002015.1
FXR2	5629	NP_004851.2	FMR1	2398	NP_002015.1
CYFIP1	5890	NP_055423.1	FMR1	2398	NP_002015.1
CYFIP2	7556	NP_055191.2	FMR1	2398	NP_002015.1
UBE2I	9045	NP_003336.1	FMR1	2398	NP_002015.1
NUFIP2	11764	NP_065823.1	FMR1	2398	NP_002015.1
EPB41	558	AAD42222.1	SLC4A1	175	NP_000333.1
PRKCQ	2710	NP_006248.1	MSN	2399	NP_002435.1
SELPLG	2845	Q14242	MSN	2399	NP_002435.1
PLEC1	3180	NP_958782.1	MSN	2399	NP_002435.1
NCF4	3289	NP_038202.2	MSN	2399	NP_002435.1
ROCK1	3414	NP_005397.1	MSN	2399	NP_002435.1
PPM1B	4796	NP_002697.1	MSN	2399	NP_002435.1
SLC9A3R1	5406	NP_004243.1	MSN	2399	NP_002435.1
TSC1	5594	NP_000359.1	MSN	2399	NP_002435.1
SPN	6770	NP_003114.1	MSN	2399	NP_002435.1
SELL	7034	CAB55488.1	MSN	2399	NP_002435.1
LYN	1301	NP_002341.1	SLC4A1	175	NP_000333.1
PPM1A	16199	NP_808821.2	MSN	2399	NP_002435.1
RRAS2	2518	NP_036382.2	ARAF	2405	NP_001645.1
MAP2K2	3164	NP_109587.1	ARAF	2405	NP_001645.1
EFEMP1	3331	NP_004096.2	ARAF	2405	NP_001645.1
ASS1	4590	NP_446464.1	ARAF	2405	NP_001645.1
TIMM44	5450	NP_006342.2	ARAF	2405	NP_001645.1
YWHAG	5639	NP_036611.2	ARAF	2405	NP_001645.1
COPS3	7262	NP_003644.2	ARAF	2405	NP_001645.1
PRPF6	10729	NP_036601.2	ARAF	2405	NP_001645.1
RHAG	1582	NP_000315.2	SLC4A1	175	NP_000333.1
NUDT14	14847	NP_803877.2	ARAF	2405	NP_001645.1
TH1L	16096	NP_945327.1	ARAF	2405	NP_001645.1
PBK	17822	NP_060962.2	ARAF	2405	NP_001645.1
MCF2	2406	NP_001093325.1	MCF2	2406	NP_001093325.1
GNA13	5100	NP_006563.2	MCF2	2406	NP_001093325.1
TNK2	6104	NP_001010938.1	MCF2	2406	NP_001093325.1
MAPK14	2619	NP_001306.1	ELK1	2407	NP_005220.2
SRF	2788	NP_003122.1	ELK1	2407	NP_005220.2
GRB10	3312	NP_005302.3	ELK1	2407	NP_005220.2
MAPK3	3479	NP_002737.2	ELK1	2407	NP_005220.2
ANK1	1693	NP_001135918.1	SLC4A1	175	NP_000333.1
EP300	4078	NP_001420.2	ELK1	2407	NP_005220.2
MAPK9	4206	NP_002743.3	ELK1	2407	NP_005220.2
STK16	5281	NP_003682.2	ELK1	2407	NP_005220.2
TAOK2	18147	NP_057235.2	ELK1	2407	NP_005220.2
YWHAZ	3183	NP_003397.1	CDK16	2409	NP_148978.2
PRKACA	3382	NP_002721.1	CDK16	2409	NP_148978.2
CDK5R1	4586	NP_003876.1	CDK16	2409	NP_148978.2
YWHAE	5457	NP_006752.1	CDK16	2409	NP_148978.2
YWHAG	5639	NP_036611.2	CDK16	2409	NP_148978.2
CA2	2023	NP_000058.1	SLC4A1	175	NP_000333.1
PIGH	2540	NP_004560.1	PIGA	2410	NP_002632.1
PIGQ	9307	NP_683721.1	PIGA	2410	NP_002632.1
DPM2	16028	NP_003854.1	PIGA	2410	NP_002632.1
HIF1A	4517	NP_001521.1	PGK1	2412	NP_000282.1
HSPH1	9990	NP_006635.2	PGK1	2412	NP_000282.1
PRPSAP1	3151	NP_002757.2	PRPS1	2413	NP_002755.1
PRPSAP1	3151	NP_002757.2	PRPS2	2414	NP_001034180.1
PHKA1	2415	NP_002628.2	PHKA1	2415	NP_002628.2
PRKACA	3382	NP_002721.1	PHKA1	2415	NP_002628.2
SYK	2514	NP_003168.2	SLC4A1	175	NP_000333.1
CDK2AP1	3726	NP_004633.1	POLA1	2416	NP_058633.2
RBMS1	3814	NP_058521.1	POLA1	2416	NP_058633.2
POLE	7177	NP_006222.2	POLA1	2416	NP_058633.2
XRCC5	8935	NP_066964.1	POLA1	2416	NP_058633.2
CDC45L	9145	NP_003495.1	POLA1	2416	NP_058633.2
HELB	9979	NP_387467.2	POLA1	2416	NP_058633.2
PDK1	3954	NP_002601.1	PDHA1	2420	NP_000275.1
PDK2	3955	NP_002602.2	PDHA1	2420	NP_000275.1
SLC4A1AP	4038	NP_060628.2	SLC4A1	175	NP_000333.1
PDK3	3956	NP_001135858.1	PDHA1	2420	NP_000275.1
PDK4	3957	NP_002603.1	PDHA1	2420	NP_000275.1
PDP1	16185	NP_060914.2	PDHA1	2420	NP_000275.1
ZMYM2	3745	NP_003444.1	UBE2A	2422	NP_003327.2
RAD18	9242	NP_064550.3	UBE2A	2422	NP_003327.2
ARL3	5260	NP_004302.1	RP2	2424	NP_008846.2
PLD2	3857	NP_002654.3	ACTN1	20	NP_001123476.1
PLDN	16055	NP_036520.1	SLC4A1	175	NP_000333.1
GNAQ	2998	NP_002063.2	HTR2C	2429	NP_000859.1
APBA1	3879	NP_001154.2	HTR2C	2429	NP_000859.1
DLG4	4199	NP_001356.1	HTR2C	2429	NP_000859.1
MPDZ	9155	NP_003820.2	HTR2C	2429	NP_000859.1
LIN7C	17279	NP_060832.1	HTR2C	2429	NP_000859.1
HK2	3080	NP_000180.2	UBQLN4	5670	NP_064516.2
UBE2D3	4269	NP_871622.1	SAT1	2431	NP_002961.1
PAX6	6167	NP_001595.2	SOX3	2432	NP_005625.2
SYN1	2433	NP_008881.2	SYN1	2433	NP_008881.2
AMPH	2687	NP_001626.1	SYN1	2433	NP_008881.2
SYN2	2857	NP_598328.1	SYN1	2433	NP_008881.2
MMP1	384	NP_002412.1	BSG	176	NP_001719.2
BIN1	3150	NP_647593.1	SYN1	2433	NP_008881.2
PRKACA	3382	NP_002721.1	SYN1	2433	NP_008881.2
CAMK2G	3672	NP_751911.1	SYN1	2433	NP_008881.2
SYN3	4083	NP_003481.3	SYN1	2433	NP_008881.2
CAMK1	5412	NP_003647.1	SYN1	2433	NP_008881.2
PAK2	5428	NP_002568.2	SYN1	2433	NP_008881.2
NOS1AP	12023	NP_055512.1	SYN1	2433	NP_008881.2
SIAH1	3736	NP_001006611.1	SYP	2435	NP_003170.1
SIAH2	3737	NP_005058.3	SYP	2435	NP_003170.1
AP1G1	4637	NP_001025178.1	SYP	2435	NP_003170.1
PPIA	457	NP_066953.1	BSG	176	NP_001719.2
TBP	2511	NP_003185.1	TAF1	2436	NP_004597.2
SUB1	2737	NP_006704.3	TAF1	2436	NP_004597.2
TAF1	2436	NP_004597.2	GTF2A1	2748	NP_056943.1
UBTF	2814	NP_055048.1	TAF1	2436	NP_004597.2
HIST3H3	4156	NP_003484.1	TAF1	2436	NP_004597.2
TAF2	7060	NP_003175.1	TAF1	2436	NP_004597.2
TAF7	7196	NP_005633.2	TAF1	2436	NP_004597.2
TAF15	9031	NP_631961.1	TAF1	2436	NP_004597.2
EDF1	9235	NP_003783.1	TAF1	2436	NP_004597.2
TAF4	11797	NP_003176.2	TAF1	2436	NP_004597.2
SLC16A1	2816	NP_003042.3	BSG	176	NP_001719.2
TAF6	11807	NP_005632.1	TAF1	2436	NP_004597.2
TAF5	11876	NP_008882.2	TAF1	2436	NP_004597.2
TAF10	15972	NP_006275.1	TAF1	2436	NP_004597.2
TAF11	15980	NP_005634.1	TAF1	2436	NP_004597.2
TAF12	15981	NP_005635.1	TAF1	2436	NP_004597.2
TAF9	15983	NP_003178.1	TAF1	2436	NP_004597.2
ASF1A	16459	NP_054753.1	TAF1	2436	NP_004597.2
ASF1B	16460	NP_060624.1	TAF1	2436	NP_004597.2
TAF8	18167	NP_612639.2	TAF1	2436	NP_004597.2
SLC16A3	4854	NP_004198.1	BSG	176	NP_001719.2
AR	2437	NP_000035.2	AR	2437	NP_000035.2
CREBBP	2534	NP_004371.2	AR	2437	NP_000035.2
AES	2556	NP_945320.1	AR	2437	NP_000035.2
NCOR1	2911	NP_006302.2	AR	2437	NP_000035.2
SMAD4	2995	NP_005350.1	AR	2437	NP_000035.2
CAV1	3028	NP_001744.2	AR	2437	NP_000035.2
TMF1	3081	NP_009045.2	AR	2437	NP_000035.2
RAN	3109	NP_006316.1	AR	2437	NP_000035.2
HDAC1	3143	NP_004955.2	AR	2437	NP_000035.2
TSG101	3229	NP_006283.1	AR	2437	NP_000035.2
GNAI3	765	NP_006487.1	CD48	177	NP_001769.2
NR2C2	3253	NP_003289.2	AR	2437	NP_000035.2
BAG1	3292	NP_004314.4	AR	2437	NP_000035.2
NR2C1	3318	NP_003288.2	AR	2437	NP_000035.2
SUMO1	3554	NP_003343.1	AR	2437	NP_000035.2
NCOA3	3570	NP_858045.1	AR	2437	NP_000035.2
NCOA4	3584	NP_001138732.1	AR	2437	NP_000035.2
RAC3	3629	NP_005043.1	AR	2437	NP_000035.2
DAP3	3646	NP_004623.1	AR	2437	NP_000035.2
PA2G4	3685	NP_006182.2	AR	2437	NP_000035.2
LCK	1080	NP_005347.3	CD48	177	NP_001769.2
FOXA1	3801	NP_004487.2	AR	2437	NP_000035.2
TGFB1I1	3831	NP_001035919.1	AR	2437	NP_000035.2
FHL2	4026	NP_001441.4	AR	2437	NP_000035.2
NCOA1	4070	NP_003734.3	AR	2437	NP_000035.2
RNF4	4167	NP_002929.1	AR	2437	NP_000035.2
SMAD3	4380	NP_005893.1	AR	2437	NP_000035.2
TRIM24	4556	NP_056989.2	AR	2437	NP_000035.2
RANBP9	4835	NP_005484.2	AR	2437	NP_000035.2
CD2	1750	AAA51946.1	CD48	177	NP_001769.2
SVIL	4992	NP_068506.2	AR	2437	NP_000035.2
MED1	5055	NP_004765.2	AR	2437	NP_000035.2
HIPK3	5111	NP_005725.3	AR	2437	NP_000035.2
NR0B2	5219	NP_068804.1	AR	2437	NP_000035.2
MYBBP1A	5349	NP_001099008.1	AR	2437	NP_000035.2
CDC37	5456	NP_008996.1	AR	2437	NP_000035.2
RNF14	5745	NP_004281.1	AR	2437	NP_000035.2
PAK6	6426	NP_064553.1	AR	2437	NP_000035.2
CD244	16121	NP_057466.1	CD48	177	NP_001769.2
PIAS4	6910	NP_056981.2	AR	2437	NP_000035.2
PIAS2	6944	NP_004662.2	AR	2437	NP_000035.2
MYST2	7135	NP_008998.1	AR	2437	NP_000035.2
RCHY1	7607	NP_056251.2	AR	2437	NP_000035.2
NR0B1	8362	NP_000466.2	AR	2437	NP_000035.2
SRY	8364	NP_003131.1	AR	2437	NP_000035.2
PNRC1	8412	NP_006804.1	AR	2437	NP_000035.2
ETV5	9035	NP_004445.1	AR	2437	NP_000035.2
UBE2I	9045	NP_003336.1	AR	2437	NP_000035.2
NCOA2	9066	NP_006531.1	AR	2437	NP_000035.2
CDK5R1	4586	NP_003876.1	ACTN1	20	NP_001123476.1
MS4A1	204	NP_690605.1	CD40	178	NP_001241.1
NSD1	9455	NP_071900.2	AR	2437	NP_000035.2
RAD54L2	10018	NP_055921.2	AR	2437	NP_000035.2
PELP1	10144	NP_055204.2	AR	2437	NP_000035.2
PRPF6	10729	NP_036601.2	AR	2437	NP_000035.2
NISCH	11391	NP_009115.2	AR	2437	NP_000035.2
SART3	11532	NP_055521.1	AR	2437	NP_000035.2
ZMIZ1	12115	NP_065071.1	AR	2437	NP_000035.2
EFCAB6	13391	NP_073622.2	AR	2437	NP_000035.2
CDK9	16016	NP_001252.1	AR	2437	NP_000035.2
XRCC6	1071	NP_001460.1	CD40	178	NP_001241.1
PIAS1	16029	NP_057250.1	AR	2437	NP_000035.2
PNRC2	17871	NP_060231.1	AR	2437	NP_000035.2
E2F3	2693	NP_001940.1	TFE3	2439	NP_006512.2
TFEB	2847	NP_009093.1	TFE3	2439	NP_006512.2
SMAD4	2995	NP_005350.1	TFE3	2439	NP_006512.2
SMAD3	4380	NP_005893.1	TFE3	2439	NP_006512.2
TFEC	5294	NP_036384.1	TFE3	2439	NP_006512.2
HSPH1	9990	NP_006635.2	UBA1	2440	NP_003325.2
CD40LG	2311	NP_000065.1	CD40	178	NP_001241.1
TRA2B	4097	NP_004584.1	RBMY1A1	2450	NP_005049.1
SFRS3	4530	NP_003008.1	RBMY1A1	2450	NP_005049.1
SFRS9	9053	NP_003760.1	RBMY1A1	2450	NP_005049.1
KHDRBS3	10007	NP_006549.1	RBMY1A1	2450	NP_005049.1
TLE1	2557	NP_005068.2	UTY	2451	NP_009056.3
TLE2	3025	NP_003251.2	UTY	2451	NP_009056.3
UBE3A	3375	NP_000453.2	BPY2	2454	NP_004669.2
MAP1S	10461	NP_060644.4	BPY2	2454	NP_004669.2
EIF5	3417	NP_001960.2	EIF1AY	2455	NP_004672.2
TRAF1	3418	NP_005649.1	CD40	178	NP_001241.1
COX5A	4799	NP_004246.2	MT-COI	2469	AAK17573.1
CCNG1	3345	NP_004051.1	MT-CO2	2470	NP_776053.1
PRKACA	3382	NP_002721.1	CACNB2	2473	NP_963890.2
REM1	15237	NP_054731.2	CACNB2	2473	NP_963890.2
EFNA4	3224	NP_872631.1	EPHA5	2474	NP_004430.4
EFNA3	3225	NP_004943.1	EPHA5	2474	NP_004430.4
EFNA5	3324	NP_001953.1	EPHA5	2474	NP_004430.4
TRAF2	3538	NP_066961.2	CD40	178	NP_001241.1
EFNA2	4132	NP_001396.2	EPHA5	2474	NP_004430.4
PRKACA	3382	NP_002721.1	CIITA	2475	NP_000237.2
RFX5	3517	NP_000440.1	CIITA	2475	NP_000237.2
XPO1	3975	NP_003391.1	CIITA	2475	NP_000237.2
NCOA1	4070	NP_003734.3	CIITA	2475	NP_000237.2
RFXANK	4435	NP_003712.1	CIITA	2475	NP_000237.2
KAT2B	6780	NP_003875.3	CIITA	2475	NP_000237.2
TAF6	11807	NP_005632.1	CIITA	2475	NP_000237.2
RFX3	3215	NP_602304.1	RFX1	2476	NP_002909.4
NFIB	9008	NP_005587.2	RFX1	2476	NP_002909.4
TRAF3	3539	NP_663777.1	CD40	178	NP_001241.1
NFIC	9009	P08651	RFX1	2476	NP_002909.4
SORBS1	5587	NP_001030126.1	INSM1	2480	NP_002187.1
EFNB2	2754	NP_004084.1	EPHB4	2481	NP_004435.3
GRIN1	15926	NP_015566.1	EPHB4	2481	NP_004435.3
TRAF6	3833	NP_665802.1	CD40	178	NP_001241.1
E2F2	2692	NP_004082.1	YY1	2482	NP_003394.1
E2F3	2693	NP_001940.1	YY1	2482	NP_003394.1
GTF2I	3399	NP_127492.1	YY1	2482	NP_003394.1
EP300	4078	NP_001420.2	YY1	2482	NP_003394.1
SAP30	4540	NP_003855.1	YY1	2482	NP_003394.1
HDAC2	5521	NP_001518.2	YY1	2482	NP_003394.1
HDAC3	8950	NP_003874.2	YY1	2482	NP_003394.1
